"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
".Sugarscape 3 Wealth Distribution.tmp.nlogo"
"meta vs growth"
"02/27/2024 01:12:56:877 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"[run number]","max-meta","min-meta","sugar-growback-rate","visualization","initial-population","[step]","mean [metabolism] of turtles","mean [vision] of turtles","(gini-index-reserve / count turtles) * 2","mean [age] of turtles"
"287","7","1","0.9","no-visualization","500","300","2.23","4","0.47482642631260996","31.288"
"324","4","1","1.3","no-visualization","500","300","1.732","4","0.4480909066702175","34.72"
"322","2","1","1.3","no-visualization","500","300","1.452","4","0.36092048156107914","41.732"
"323","3","1","1.3","no-visualization","500","300","1.692","4","0.4337373896609744","35.882"
"327","7","1","1.3","no-visualization","500","300","2.212","4","0.4882046765608895","31.632"
"330","10","1","1.3","no-visualization","500","300","2.454","4","0.4781184997246474","32.122"
"328","8","1","1.3","no-visualization","500","300","2.228","4","0.4759010179079123","31.926"
"329","9","1","1.3","no-visualization","500","300","2.352","4","0.4839227529419971","31.014"
"331","1","1","1.4","no-visualization","500","300","1","4","0.3175385186730223","42.838"
"304","4","1","1.1","no-visualization","500","300","1.764","4","0.4348552814782984","33.614"
"334","4","1","1.4","no-visualization","500","300","1.926","4","0.4739823182527591","34.78"
"332","2","1","1.4","no-visualization","500","300","1.46","4","0.34079634873227055","43.734"
"333","3","1","1.4","no-visualization","500","300","1.798","4","0.4692823270254799","37.01"
"336","6","1","1.4","no-visualization","500","300","2.13","4","0.4893819044391733","35.392"
"339","9","1","1.4","no-visualization","500","300","2.26","4","0.48697327609544794","31.282"
"337","7","1","1.4","no-visualization","500","300","2.22","4","0.4890080142813734","34.082"
"340","10","1","1.4","no-visualization","500","300","2.544","4","0.5097330843712102","31.864"
"338","8","1","1.4","no-visualization","500","300","2.198","4","0.49846237977816404","33.25"
"342","2","1","1.5","no-visualization","500","300","1.462","4","0.3448075887106221","45.414"
"341","1","1","1.5","no-visualization","500","300","1","4","0.3297786566949525","43.148"
"344","4","1","1.5","no-visualization","500","300","1.952","4","0.4711730171234303","36.448"
"343","3","1","1.5","no-visualization","500","300","1.85","4","0.4811622681672153","39.968"
"346","6","1","1.5","no-visualization","500","300","2.108","4","0.4899450311399941","37.084"
"345","5","1","1.5","no-visualization","500","300","2.078","4","0.4864431467502252","35.54"
"348","8","1","1.5","no-visualization","500","300","2.438","4","0.5201445718336715","32.708"
"347","7","1","1.5","no-visualization","500","300","2.184","4","0.4999887327830023","34.898"
"314","4","1","1.2","no-visualization","500","300","1.782","4","0.45313624875391384","34.902"
"325","5","1","1.3","no-visualization","500","300","1.928","4","0.4641525340236255","32.36"
"350","10","1","1.5","no-visualization","500","300","2.46","4","0.502357927045213","32.054"
"326","6","1","1.3","no-visualization","500","300","2.058","4","0.48366013319887","32.442"
"349","9","1","1.5","no-visualization","500","300","2.314","4","0.5116667954457652","33.276"
"354","4","1","1.6","no-visualization","500","300","1.906","4","0.49058123747115256","35.78"
"351","1","1","1.6","no-visualization","500","300","1","4","0.31460369439405306","44.464"
"320","10","1","1.2","no-visualization","500","300","2.378","4","0.4770661870176001","30.592"
"357","7","1","1.6","no-visualization","500","300","2.228","4","0.4968640394272592","34.034"
"356","6","1","1.6","no-visualization","500","300","2.118","4","0.49716850796811","35.42"
"360","10","1","1.6","no-visualization","500","300","2.582","4","0.5227263691627779","32.718"
"358","8","1","1.6","no-visualization","500","300","2.332","4","0.523515788274821","32.228"
"362","2","1","1.7","no-visualization","500","300","1.478","4","0.3556025873951575","42.554"
"335","5","1","1.4","no-visualization","500","300","1.986","4","0.47597421234747744","33.942"
"361","1","1","1.7","no-visualization","500","300","1","4","0.32312589041466994","45.182"
"364","4","1","1.7","no-visualization","500","300","1.994","4","0.4875977197709375","36.878"
"363","3","1","1.7","no-visualization","500","300","1.894","4","0.4882892019304078","41.978"
"367","7","1","1.7","no-visualization","500","300","2.284","4","0.5202716253417943","33.022"
"366","6","1","1.7","no-visualization","500","300","2.138","4","0.5120638449734125","33.312"
"369","9","1","1.7","no-visualization","500","300","2.486","4","0.5084174167849456","33.264"
"368","8","1","1.7","no-visualization","500","300","2.438","4","0.5173270998851894","32.832"
"371","1","1","1.8","no-visualization","500","300","1","4","0.32544300409801785","43.844"
"370","10","1","1.7","no-visualization","500","300","2.418","4","0.5066569919998539","34.136"
"373","3","1","1.8","no-visualization","500","300","1.856","4","0.4521003930137633","40.082"
"372","2","1","1.8","no-visualization","500","300","1.476","4","0.3561157970146448","42.352"
"353","3","1","1.6","no-visualization","500","300","1.884","4","0.45602883658418414","38.478"
"355","5","1","1.6","no-visualization","500","300","2.036","4","0.4781782254655077","34.858"
"375","5","1","1.8","no-visualization","500","300","2.1","4","0.4988570793737605","35.47"
"374","4","1","1.8","no-visualization","500","300","1.96","4","0.47452590130231864","38.296"
"376","6","1","1.8","no-visualization","500","300","2.128","4","0.4993865038501847","35.936"
"379","9","1","1.8","no-visualization","500","300","2.462","4","0.5225622171752534","34.078"
"382","2","1","1.9","no-visualization","500","300","1.468","4","0.35197983516371173","42.948"
"380","10","1","1.8","no-visualization","500","300","2.568","4","0.5309633719137961","32.954"
"352","2","1","1.6","no-visualization","500","300","1.482","4","0.3553719555604905","41.514"
"383","3","1","1.9","no-visualization","500","300","1.904","4","0.4646027321723299","41.32"
"381","1","1","1.9","no-visualization","500","300","1","4","0.3253793028616728","44.352"
"359","9","1","1.6","no-visualization","500","300","2.186","4","0.49795290386665797","33.736"
"365","5","1","1.7","no-visualization","500","300","2.074","4","0.48963387011814236","33.536"
"386","6","1","1.9","no-visualization","500","300","2.148","4","0.48990450070323527","34.584"
"384","4","1","1.9","no-visualization","500","300","2.004","4","0.4714923809400923","35.58"
"387","7","1","1.9","no-visualization","500","300","2.248","4","0.48799935520973126","34.298"
"390","10","1","1.9","no-visualization","500","300","2.36","4","0.4885291607038686","34.528"
"391","1","1","2","no-visualization","500","300","1","4","0.3698484975152107","43.12"
"393","3","1","2","no-visualization","500","300","1.908","4","0.44397411306042894","39.174"
"392","2","1","2","no-visualization","500","300","1.48","4","0.38560966216407555","42.734"
"395","5","1","2","no-visualization","500","300","2.084","4","0.48735970744680834","34.652"
"394","4","1","2","no-visualization","500","300","2","4","0.4728051827139417","36.068"
"397","7","1","2","no-visualization","500","300","2.308","4","0.5219286887939532","34.158"
"396","6","1","2","no-visualization","500","300","2.208","4","0.5053254462960607","32.762"
"399","9","1","2","no-visualization","500","300","2.412","4","0.49875263898662925","32.85"
"398","8","1","2","no-visualization","500","300","2.384","4","0.4941118786286395","32.374"
"377","7","1","1.8","no-visualization","500","300","2.28","4","0.49884746400508895","33.71"
"401","1","1","0.1","no-visualization","500","300","1","4","0.4156051954185857","15.784"
"400","10","1","2","no-visualization","500","300","2.438","4","0.5037897431209434","33.18"
"402","2","1","0.1","no-visualization","500","300","1.27","4","0.3833534196773462","12.302"
"404","4","1","0.1","no-visualization","500","300","1.824","4","0.39980635683760757","9.906"
"378","8","1","1.8","no-visualization","500","300","2.438","4","0.5169776110609218","30.932"
"405","5","1","0.1","no-visualization","500","300","1.956","4","0.38830689009715685","10.074"
"407","7","1","0.1","no-visualization","500","300","2.572","4","0.3888355660681647","8.184"
"406","6","1","0.1","no-visualization","500","300","2.216","4","0.38146694837158096","9.432"
"410","10","1","0.1","no-visualization","500","300","3.302","4","0.4008462305183041","7.522"
"409","9","1","0.1","no-visualization","500","300","3.03","4","0.38849726799102013","7.798"
"412","2","1","0.2","no-visualization","500","300","1.164","4","0.35151413612565474","33.01"
"411","1","1","0.2","no-visualization","500","300","1","4","0.3313997217103529","37.718"
"414","4","1","0.2","no-visualization","500","300","1.46","4","0.3618054801283634","28.384"
"413","3","1","0.2","no-visualization","500","300","1.324","4","0.3547924738079971","29.72"
"389","9","1","1.9","no-visualization","500","300","2.39","4","0.48960087100426786","33.448"
"416","6","1","0.2","no-visualization","500","300","1.778","4","0.3467822069585842","25.536"
"415","5","1","0.2","no-visualization","500","300","1.578","4","0.3438072117665662","28.526"
"388","8","1","1.9","no-visualization","500","300","2.34","4","0.5082943938426524","34.69"
"419","9","1","0.2","no-visualization","500","300","2.264","4","0.3284539821671453","23.148"
"417","7","1","0.2","no-visualization","500","300","1.86","4","0.34280454044342773","27.036"
"385","5","1","1.9","no-visualization","500","300","2.03","4","0.4928000608105053","36.262"
"422","2","1","0.3","no-visualization","500","300","1.178","4","0.26197959228456735","34.362"
"420","10","1","0.2","no-visualization","500","300","2.286","4","0.3399156300703083","24.354"
"425","5","1","0.3","no-visualization","500","300","1.652","4","0.2950878708091976","31.702"
"423","3","1","0.3","no-visualization","500","300","1.314","4","0.2575039772663706","32.554"
"427","7","1","0.3","no-visualization","500","300","1.936","4","0.31278325612979857","26.428"
"426","6","1","0.3","no-visualization","500","300","1.622","4","0.30415301718999543","28.816"
"429","9","1","0.3","no-visualization","500","300","2.246","4","0.306030266083339","28.462"
"428","8","1","0.3","no-visualization","500","300","2.02","4","0.31506907713333443","26.898"
"431","1","1","0.4","no-visualization","500","300","1","4","0.195022561600531","43.804"
"430","10","1","0.3","no-visualization","500","300","2.228","4","0.301843108980136","26.294"
"433","3","1","0.4","no-visualization","500","300","1.344","4","0.31779419891965155","32.37"
"432","2","1","0.4","no-visualization","500","300","1.198","4","0.2956686270263063","35.134"
"434","4","1","0.4","no-visualization","500","300","1.488","4","0.3422300296903714","32.106"
"403","3","1","0.1","no-visualization","500","300","1.574","4","0.40027734132012427","10.65"
"435","5","1","0.4","no-visualization","500","300","1.62","4","0.34171826449759424","29.908"
"408","8","1","0.1","no-visualization","500","300","2.674","4","0.37786453290488975","7.802"
"436","6","1","0.4","no-visualization","500","300","1.688","4","0.3241365612716963","30.758"
"439","9","1","0.4","no-visualization","500","300","2.018","4","0.34087863475669544","27.448"
"437","7","1","0.4","no-visualization","500","300","1.942","4","0.37477004458550595","28.23"
"442","2","1","0.5","no-visualization","500","300","1.306","4","0.3901280848460131","34.64"
"441","1","1","0.5","no-visualization","500","300","1","4","0.21817139796464924","44.264"
"444","4","1","0.5","no-visualization","500","300","1.584","4","0.4205059166277019","31.06"
"443","3","1","0.5","no-visualization","500","300","1.482","4","0.417936848665305","34.08"
"446","6","1","0.5","no-visualization","500","300","1.752","4","0.42797749901153836","32.322"
"445","5","1","0.5","no-visualization","500","300","1.666","4","0.428496638211075","30.24"
"418","8","1","0.2","no-visualization","500","300","2.03","4","0.36761767438103293","25.896"
"448","8","1","0.5","no-visualization","500","300","2.11","4","0.44386178238592794","26.826"
"447","7","1","0.5","no-visualization","500","300","1.904","4","0.4521657309678868","31.142"
"451","1","1","0.6","no-visualization","500","300","1","4","0.24517685384572918","43.092"
"449","9","1","0.5","no-visualization","500","300","2.082","4","0.4463957904547399","27.946"
"421","1","1","0.3","no-visualization","500","300","1","4","0.1995720743831255","43.752"
"453","3","1","0.6","no-visualization","500","300","1.548","4","0.4567907848208162","36.414"
"452","2","1","0.6","no-visualization","500","300","1.426","4","0.4405284199425861","42.3"
"456","6","1","0.6","no-visualization","500","300","1.898","4","0.4876515790571855","32.298"
"454","4","1","0.6","no-visualization","500","300","1.656","4","0.4855746651325976","35.092"
"457","7","1","0.6","no-visualization","500","300","2.014","4","0.4814262164397982","31.682"
"424","4","1","0.3","no-visualization","500","300","1.456","4","0.28989494185583026","32.196"
"458","8","1","0.6","no-visualization","500","300","2.146","4","0.4846283568890886","30.588"
"462","2","1","0.7","no-visualization","500","300","1.478","4","0.43281076471909985","42.942"
"459","9","1","0.6","no-visualization","500","300","2.144","4","0.49273232199657446","30.7"
"460","10","1","0.6","no-visualization","500","300","2.24","4","0.4975689155107183","32.23"
"463","3","1","0.7","no-visualization","500","300","1.602","4","0.4628904352358612","37.402"
"464","4","1","0.7","no-visualization","500","300","1.714","4","0.45288805054315695","34.968"
"438","8","1","0.4","no-visualization","500","300","2.022","4","0.35742327162279397","29.912"
"466","6","1","0.7","no-visualization","500","300","1.956","4","0.47577272133940657","32.862"
"440","10","1","0.4","no-visualization","500","300","2.356","4","0.37446753441614455","27.154"
"465","5","1","0.7","no-visualization","500","300","1.71","4","0.4588772735255008","35.708"
"469","9","1","0.7","no-visualization","500","300","2.202","4","0.47947858553029166","33.274"
"467","7","1","0.7","no-visualization","500","300","1.95","4","0.4743828414968056","34.41"
"472","2","1","0.8","no-visualization","500","300","1.492","4","0.3798588606970086","43.546"
"471","1","1","0.8","no-visualization","500","300","1","4","0.25186309466694795","44.426"
"474","4","1","0.8","no-visualization","500","300","1.7","4","0.4158796702023157","33.348"
"473","3","1","0.8","no-visualization","500","300","1.608","4","0.41746989999346384","37.268"
"476","6","1","0.8","no-visualization","500","300","1.916","4","0.44443059168519133","34.548"
"475","5","1","0.8","no-visualization","500","300","1.85","4","0.45518686349621595","33.078"
"478","8","1","0.8","no-visualization","500","300","2.038","4","0.44640202141406743","33.414"
"480","10","1","0.8","no-visualization","500","300","2.416","4","0.46427071796128394","32.47"
"477","7","1","0.8","no-visualization","500","300","1.932","4","0.4450569320930459","33.484"
"479","9","1","0.8","no-visualization","500","300","2.318","4","0.47369223329142107","32.918"
"481","1","1","0.9","no-visualization","500","300","1","4","0.2610365926779201","43.256"
"450","10","1","0.5","no-visualization","500","300","2.294","4","0.44238912377332146","28.4"
"484","4","1","0.9","no-visualization","500","300","1.774","4","0.41097455113192805","34.486"
"482","2","1","0.9","no-visualization","500","300","1.506","4","0.3679759663795616","45.06"
"483","3","1","0.9","no-visualization","500","300","1.624","4","0.40697337911610904","35.918"
"486","6","1","0.9","no-visualization","500","300","1.944","4","0.4508779493595531","34.76"
"487","7","1","0.9","no-visualization","500","300","2.11","4","0.4729722834888566","33.176"
"489","9","1","0.9","no-visualization","500","300","2.222","4","0.45289334470091724","32.496"
"455","5","1","0.6","no-visualization","500","300","1.826","4","0.4775184484250983","34.952"
"488","8","1","0.9","no-visualization","500","300","2.2","4","0.45339657041801296","32.982"
"491","1","1","1","no-visualization","500","300","1","4","0.2967523128160847","42.294"
